CHROM	POS	FST	PIA	PIB	PIR	is_select
NC_089873.1	106615422	3.93512552690149	0.0997807	0.384518	-1.94621843944046	spot selected region
NC_089873.1	106627229	5.20050740539644	0.0807018	0.40404	-2.32382536967098	spot selected region
NC_089873.1	106628220	3.8306281583441	0.0208333	0.29798	-3.8382522164153	spot selected region
NC_089873.1	106669608	4.20523138334983	0.0611842	0.355769	-2.5397097571139	spot selected region
NC_089873.1	106753743	5.15005388386873	0.0807018	0.40404	-2.32382536967098	spot selected region
NC_089873.1	107294309	3.91309226618939	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	107300771	4.77511052276281	0.0997807	0.410159	-2.03935058989256	spot selected region
NC_089873.1	10900057	4.19910893354647	0.118421	0.410159	-1.79225834375966	spot selected region
NC_089873.1	111439299	3.83761984484794	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	111449594	4.02439235675051	0.0611842	0.355769	-2.5397097571139	spot selected region
NC_089873.1	111740551	4.81445293168442	0.0807018	0.397727	-2.30110574658972	spot selected region
NC_089873.1	11255538	4.44049218597903	0.0807018	0.384518	-2.25237837766734	spot selected region
NC_089873.1	1143554	5.99786201003435	0.0412281	0.39122	-3.24628024465573	spot selected region
NC_089873.1	114928979	6.89703068732818	0.408553	0.0804196	2.34490418032652	white selected region
NC_089873.1	114929180	6.64631258859048	0.426096	0.105672	2.01158535297818	white selected region
NC_089873.1	114985001	3.90576044358536	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	115082066	6.24476302586995	0.419255	0.105672	1.98823483413115	white selected region
NC_089873.1	115146966	3.82620638904167	0.280702	0.0410839	2.77239429809349	white selected region
NC_089873.1	115181454	4.61365925387414	0.320833	0.0543901	2.56040655765507	white selected region
NC_089873.1	115314408	4.19842866134609	0.0208333	0.315462	-3.92050294530378	spot selected region
NC_089873.1	116131478	4.33134629071909	0.345395	0.0804196	2.10262813287488	white selected region
NC_089873.1	116131979	5.00628969218977	0.378947	0.093143	2.02447683025836	white selected region
NC_089873.1	116132104	4.30572270450502	0.345395	0.0804196	2.10262813287488	white selected region
NC_089873.1	116132183	4.14733266051803	0.357018	0.093143	1.93847755822756	white selected region
NC_089873.1	116132623	4.30572270450502	0.345395	0.0804196	2.10262813287488	white selected region
NC_089873.1	116780284	3.73860244679355	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	117646286	6.22068894855673	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	117647619	5.07212492402593	0.333333	0.0543901	2.61554816805648	white selected region
NC_089873.1	117647813	5.07212492402593	0.333333	0.0543901	2.61554816805648	white selected region
NC_089873.1	117647940	4.89430932942827	0.345395	0.0675019	2.35524718240738	white selected region
NC_089873.1	117648293	6.22068894855673	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	117648319	6.22068894855673	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	117648323	6.22068894855673	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	117648353	5.53130865927812	0.345395	0.0543901	2.66683121489174	white selected region
NC_089873.1	117648680	5.53130865927812	0.345395	0.0543901	2.66683121489174	white selected region
NC_089873.1	117648703	5.53130865927812	0.345395	0.0543901	2.66683121489174	white selected region
NC_089873.1	117648982	5.07212492402593	0.333333	0.0543901	2.61554816805648	white selected region
NC_089873.1	117649014	5.07212492402593	0.333333	0.0543901	2.61554816805648	white selected region
NC_089873.1	117649049	5.50443790736336	0.345395	0.0543901	2.66683121489174	white selected region
NC_089873.1	117649151	5.07212492402593	0.333333	0.0543901	2.61554816805648	white selected region
NC_089873.1	117649252	5.50443790736336	0.345395	0.0543901	2.66683121489174	white selected region
NC_089873.1	117649376	5.96513335861637	0.357018	0.0543901	2.7145808299331	white selected region
NC_089873.1	117708876	4.09907112719153	0.357018	0.093143	1.93847755822756	white selected region
NC_089873.1	117736557	6.38973659034957	0.408553	0.093143	2.13300399063784	white selected region
NC_089873.1	117736770	5.96267682011502	0.399123	0.093143	2.09931416336847	white selected region
NC_089873.1	117740013	5.51706073597029	0.389254	0.093143	2.0631926094912	white selected region
NC_089873.1	117740612	5.5387538605822	0.389254	0.093143	2.0631926094912	white selected region
NC_089873.1	117741151	5.07367443292678	0.378947	0.093143	2.02447683025836	white selected region
NC_089873.1	117741384	6.71267692102693	0.389254	0.0675019	2.52771184871238	white selected region
NC_089873.1	117741385	6.71267692102693	0.389254	0.0675019	2.52771184871238	white selected region
NC_089873.1	117741847	5.07367443292678	0.378947	0.093143	2.02447683025836	white selected region
NC_089873.1	118078634	4.24865542547368	0.307895	0.0543901	2.50102245579802	white selected region
NC_089873.1	118111886	4.05088517966506	0.320833	0.0675019	2.2488225251707	white selected region
NC_089873.1	118111887	5.35224589897977	0.320833	0.0410839	2.96517749608229	white selected region
NC_089873.1	118111890	5.35224589897977	0.320833	0.0410839	2.96517749608229	white selected region
NC_089873.1	118112288	4.07941881918073	0.320833	0.0675019	2.2488225251707	white selected region
NC_089873.1	118112334	4.07941881918073	0.320833	0.0675019	2.2488225251707	white selected region
NC_089873.1	119239078	3.75859489090452	0.251754	0.0275835	3.19013726723639	white selected region
NC_089873.1	119239320	6.73678879124017	0.357018	0.0410839	3.11935176836032	white selected region
NC_089873.1	119240196	6.30334202090212	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	119240230	6.30334202090212	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	119240659	4.97299414727149	0.345395	0.0675019	2.35524718240738	white selected region
NC_089873.1	119240836	5.84302449864931	0.333333	0.0410839	3.02031910648371	white selected region
NC_089873.1	119240862	6.30334202090212	0.345395	0.0410839	3.07160215331896	white selected region
NC_089873.1	119243080	5.84302449864931	0.333333	0.0410839	3.02031910648371	white selected region
NC_089873.1	119274159	4.18852692154066	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	119287348	4.09268412708801	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	119316461	5.02518614220015	0.294518	0.0275835	3.41647837619022	white selected region
NC_089873.1	119333368	4.09268412708801	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	119333375	4.09268412708801	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	119333436	4.52401449502491	0.251754	0.0138889	4.18001045311135	white selected region
NC_089873.1	119748209	4.42839845797239	0.294518	0.0410839	2.84171076467906	white selected region
NC_089873.1	119748210	4.42839845797239	0.294518	0.0410839	2.84171076467906	white selected region
NC_089873.1	119748251	3.76539761290826	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	119748252	3.76539761290826	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	119753601	3.89676573338042	0.280702	0.0410839	2.77239429809349	white selected region
NC_089873.1	119753664	3.73308468339051	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	120279249	3.97076423162106	0.0997807	0.384518	-1.94621843944046	spot selected region
NC_089873.1	120866028	3.76539761290826	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	122908807	3.90576044358536	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	123051705	3.72034847608353	0.280702	0.0410839	2.77239429809349	white selected region
NC_089873.1	123292119	3.98554125552917	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	123303879	4.76940379485967	0.0611842	0.377622	-2.62571176811785	spot selected region
NC_089873.1	123887961	3.90152763878303	0.0611842	0.348096	-2.50825418656968	spot selected region
NC_089873.1	123897159	4.07427898477791	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	123910060	3.7272267838873	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	123910582	4.44049218597903	0.0807018	0.384518	-2.25237837766734	spot selected region
NC_089873.1	123911973	4.61566227757524	0.0611842	0.370532	-2.59836709293123	spot selected region
NC_089873.1	123912150	3.74657674869792	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	123915230	4.12484588500568	0.0611842	0.355769	-2.5397097571139	spot selected region
NC_089873.1	123915812	3.95084737331012	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	123923500	3.78436964871868	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	123925147	3.98860248043086	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	123926325	3.74657674869792	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	123927730	3.98860248043086	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	123928440	3.7272267838873	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	123929619	3.88168636627214	0.0997807	0.384518	-1.94621843944046	spot selected region
NC_089873.1	123929631	3.88168636627214	0.0997807	0.384518	-1.94621843944046	spot selected region
NC_089873.1	123934165	4.6276048339818	0.0997807	0.40404	-2.0176654314441	spot selected region
NC_089873.1	123934981	5.46656942154256	0.0807018	0.410159	-2.34551052811944	spot selected region
NC_089873.1	123935071	5.21736303880569	0.0807018	0.40404	-2.32382536967098	spot selected region
NC_089873.1	123935401	4.85689435840772	0.0997807	0.410159	-2.03935058989256	spot selected region
NC_089873.1	123936383	5.48342505495182	0.118421	0.43784	-1.88647881996989	spot selected region
NC_089873.1	123936911	4.12325858320481	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	123936953	4.34929791822895	0.0997807	0.397727	-1.99494580836284	spot selected region
NC_089873.1	123937041	3.80458885022979	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	123937099	4.6276048339818	0.0997807	0.40404	-2.0176654314441	spot selected region
NC_089873.1	124098076	4.19574536544462	0.0997807	0.397727	-1.99494580836284	spot selected region
NC_089873.1	126720513	5.69196627726635	0.408553	0.105672	1.95093009053611	white selected region
NC_089873.1	126721933	3.76539761290826	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	126725619	4.41558666486536	0.333333	0.0675019	2.30396413557212	white selected region
NC_089873.1	126733391	4.17144453073127	0.357018	0.093143	1.93847755822756	white selected region
NC_089873.1	126733404	4.72537506633549	0.357018	0.0804196	2.15037774791624	white selected region
NC_089873.1	126737121	4.28009911829094	0.345395	0.0804196	2.10262813287488	white selected region
NC_089873.1	126737173	3.8379221880481	0.333333	0.0804196	2.05134508603962	white selected region
NC_089873.1	126737287	3.73693955919263	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126737326	3.73693955919263	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126878253	3.76199625190639	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126879554	4.72537506633549	0.357018	0.0804196	2.15037774791624	white selected region
NC_089873.1	126898494	4.17397665503266	0.0208333	0.306818	-3.88041983763059	spot selected region
NC_089873.1	126900704	3.76199625190639	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126902276	3.95950194741487	0.0208333	0.29798	-3.8382522164153	spot selected region
NC_089873.1	126907166	3.78701515172013	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126909046	3.76199625190639	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126910314	5.0287386748021	0.378947	0.093143	2.02447683025836	white selected region
NC_089873.1	126910347	3.78701515172013	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126910581	3.78701515172013	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126910802	3.76199625190639	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	126929052	4.45160329858514	0.0997807	0.397727	-1.99494580836284	spot selected region
NC_089873.1	129079831	4.73217778833923	0.0611842	0.377622	-2.62571176811785	spot selected region
NC_089873.1	129096849	4.12420340570532	0.0208333	0.306818	-3.88041983763059	spot selected region
NC_089873.1	129096850	4.12420340570532	0.0208333	0.306818	-3.88041983763059	spot selected region
NC_089873.1	129178409	4.14960023451928	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	129286344	4.30572270450502	0.345395	0.0804196	2.10262813287488	white selected region
NC_089873.1	129354353	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129355567	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129355572	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129355646	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129355853	5.5454809967859	0.0208333	0.355769	-4.09397752072043	spot selected region
NC_089873.1	129355957	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129355966	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129356424	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129356427	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129356699	5.07533732052769	0.0208333	0.340229	-4.02954283096635	spot selected region
NC_089873.1	129356993	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129357133	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129357195	5.09725720253973	0.0412281	0.363248	-3.13925497340956	spot selected region
NC_089873.1	129357254	4.34068113702422	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129357341	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129357420	5.07533732052769	0.0208333	0.340229	-4.02954283096635	spot selected region
NC_089873.1	129358019	4.60972879227198	0.0208333	0.323912	-3.95863863093718	spot selected region
NC_089873.1	129358159	4.60972879227198	0.0208333	0.323912	-3.95863863093718	spot selected region
NC_089873.1	129358347	4.85319065420569	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129358419	4.83066608579332	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129358421	4.83066608579332	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129358430	4.83066608579332	0.0208333	0.332168	-3.99494980952809	spot selected region
NC_089873.1	129358870	5.29926025315067	0.0208333	0.348096	-4.06252195017621	spot selected region
NC_089873.1	129359705	5.29926025315067	0.0208333	0.348096	-4.06252195017621	spot selected region
NC_089873.1	129359733	5.07533732052769	0.0208333	0.340229	-4.02954283096635	spot selected region
NC_089873.1	129360570	5.29926025315067	0.0208333	0.348096	-4.06252195017621	spot selected region
NC_089873.1	129362943	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129363062	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129363352	4.34068113702422	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129363413	4.02609303725144	0.0611842	0.351613	-2.5227573620032	spot selected region
NC_089873.1	129363696	3.89876875708152	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129363899	3.89876875708152	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129364668	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129364860	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129366044	3.89876875708152	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129366162	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129366317	4.5855413362587	0.0412281	0.348096	-3.07778535486425	spot selected region
NC_089873.1	129366659	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129366968	4.83115739349359	0.0412281	0.355769	-3.10924092540848	spot selected region
NC_089873.1	129367048	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129367986	4.5855413362587	0.0412281	0.348096	-3.07778535486425	spot selected region
NC_089873.1	129368283	4.11864784940227	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368361	3.89876875708152	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129368411	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368478	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368488	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368521	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368569	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368575	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368642	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368650	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368657	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368699	4.11864784940227	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368727	4.34068113702422	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368757	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368760	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129368814	4.38372725014786	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129368941	4.56464186254722	0.0412281	0.348096	-3.07778535486425	spot selected region
NC_089873.1	129369067	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129369219	3.89876875708152	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129369653	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129369654	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129369725	4.6064786028702	0.0412281	0.348096	-3.07778535486425	spot selected region
NC_089873.1	129370465	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129370534	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129370956	4.36218529713603	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129371383	4.34068113702422	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129371657	4.14083228171445	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129374666	3.72284280748489	0.0611842	0.340229	-2.47527506735982	spot selected region
NC_089873.1	129374722	3.94283527850572	0.0611842	0.348096	-2.50825418656968	spot selected region
NC_089873.1	129376054	4.31913918401239	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129376165	4.56464186254722	0.0412281	0.348096	-3.07778535486425	spot selected region
NC_089873.1	129376901	3.85300155515638	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129379952	4.31913918401239	0.0412281	0.340229	-3.0448062356544	spot selected region
NC_089873.1	129381029	3.87586625966894	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129381042	3.87586625966894	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129381874	4.01864783594736	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	129381880	4.01864783594736	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	129381881	4.01864783594736	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	129382797	3.87586625966894	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129384719	4.09646341709009	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129385428	3.87586625966894	0.0412281	0.323912	-2.97390203562523	spot selected region
NC_089873.1	129387503	4.07427898477791	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129387889	4.07427898477791	0.0412281	0.332168	-3.01021321421614	spot selected region
NC_089873.1	129407374	3.92216256219437	0.0611842	0.348096	-2.50825418656968	spot selected region
NC_089873.1	129409619	3.76588892060854	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	130190240	4.77503493696277	0.0807018	0.39122	-2.27730736849161	spot selected region
NC_089873.1	130705924	4.4668338372935	0.320833	0.0543901	2.56040655765507	white selected region
NC_089873.1	13078729	4.69438488831847	0.0997807	0.40404	-2.0176654314441	spot selected region
NC_089873.1	13078842	4.92231386834365	0.0997807	0.410159	-2.03935058989256	spot selected region
NC_089873.1	13093011	5.8204243444369	0.0412281	0.384518	-3.22135125383146	spot selected region
NC_089873.1	13093071	5.20050740539644	0.0807018	0.40404	-2.32382536967098	spot selected region
NC_089873.1	13093151	6.42681142526993	0.0611842	0.416084	-2.76564376292177	spot selected region
NC_089873.1	13093275	5.02083995869776	0.0807018	0.397727	-2.30110574658972	spot selected region
NC_089873.1	13093516	5.12031087155239	0.0997807	0.416084	-2.06004211682534	spot selected region
NC_089873.1	13094098	6.09207970978609	0.0997807	0.43784	-2.13357106610279	spot selected region
NC_089873.1	13094204	4.6776804265093	0.0997807	0.40404	-2.0176654314441	spot selected region
NC_089873.1	13094224	4.41751410276642	0.0997807	0.397727	-1.99494580836284	spot selected region
NC_089873.1	13100106	7.72847448778481	0.0807018	0.456488	-2.49990417830711	spot selected region
NC_089873.1	13100235	6.83731790529538	0.0412281	0.410159	-3.31448340428356	spot selected region
NC_089873.1	13100524	5.323523294964	0.118421	0.432692	-1.86941550547096	spot selected region
NC_089873.1	13100549	4.81547333998498	0.118421	0.421814	-1.83268203726372	spot selected region
NC_089873.1	13100839	4.43455870067578	0.0997807	0.397727	-1.99494580836284	spot selected region
NC_089873.1	13104130	4.75296388335065	0.118421	0.421814	-1.83268203726372	spot selected region
NC_089873.1	13104592	4.52359877312468	0.118421	0.416084	-1.81294987069244	spot selected region
NC_089873.1	13104607	5.24827763102267	0.118421	0.432692	-1.86941550547096	spot selected region
NC_089873.1	13106516	7.75851984330131	0.118421	0.475427	-2.00529889608946	spot selected region
NC_089873.1	13110669	6.0595022299682	0.118421	0.447552	-1.91813037372506	spot selected region
NC_089873.1	13110865	7.00145247008552	0.118421	0.46359	-1.968924504928	spot selected region
NC_089873.1	13113192	7.12907909345562	0.0997807	0.456488	-2.19374424008023	spot selected region
NC_089873.1	13113252	6.25662999647646	0.118421	0.452117	-1.93277122360111	spot selected region
NC_089873.1	13115847	7.52167173887123	0.118421	0.472028	-1.99494749896469	spot selected region
NC_089873.1	13118043	7.6603716819474	0.0997807	0.464646	-2.21929929261375	spot selected region
NC_089873.1	13118291	6.29873128709959	0.118421	0.452117	-1.93277122360111	spot selected region
NC_089873.1	13118292	6.29873128709959	0.118421	0.452117	-1.93277122360111	spot selected region
NC_089873.1	13119162	6.0595022299682	0.118421	0.447552	-1.91813037372506	spot selected region
NC_089873.1	13125309	6.81808131918482	0.0807018	0.43784	-2.43973100432967	spot selected region
NC_089873.1	13125316	7.05723479051616	0.0807018	0.442793	-2.45595965777865	spot selected region
NC_089873.1	13125636	5.57212499130053	0.118421	0.43784	-1.88647881996989	spot selected region
NC_089873.1	13137302	4.21037121775265	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	13142630	3.98860248043086	0.0997807	0.384518	-1.94621843944046	spot selected region
NC_089873.1	13142737	4.66101375760015	0.0997807	0.40404	-2.0176654314441	spot selected region
NC_089873.1	13144394	4.10179221599302	0.0807018	0.370532	-2.19892538506169	spot selected region
NC_089873.1	13145243	4.21037121775265	0.0997807	0.39122	-1.97114743026472	spot selected region
NC_089873.1	13146794	4.56645592174822	0.0807018	0.384518	-2.25237837766734	spot selected region
NC_089873.1	132930838	3.86456618256273	0.333333	0.0804196	2.05134508603962	white selected region
NC_089873.1	133035033	4.65927528419919	0.280702	0.0275835	3.34716190960465	white selected region
NC_089873.1	133035901	3.75859489090452	0.251754	0.0275835	3.19013726723639	white selected region
NC_089873.1	133042066	5.39665255650416	0.280702	0.0138889	4.33703509547961	white selected region
NC_089873.1	133042114	4.95901077426381	0.266447	0.0138889	4.26184434188881	white selected region
NC_089873.1	133042524	3.73308468339051	0.294518	0.0543901	2.43693982625184	white selected region
NC_089873.1	133060553	5.20111209179677	0.320833	0.0410839	2.96517749608229	white selected region
NC_089873.1	133063064	4.14733266051803	0.357018	0.093143	1.93847755822756	white selected region
NC_089873.1	133098239	4.22745360856203	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	133098620	4.22745360856203	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	134270967	3.82393881504041	0.0807018	0.363248	-2.17028209724544	spot selected region
NC_089873.1	1343820	4.21966827115776	0.357018	0.093143	1.93847755822756	white selected region
NC_089873.1	135017071	4.2315730346643	0.118421	0.410159	-1.79225834375966	spot selected region
NC_089873.1	135019240	4.93482331825052	0.0807018	0.397727	-2.30110574658972	spot selected region
NC_089873.1	135829719	4.11071134039792	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	135863625	4.04593430976234	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	136009800	3.73693955919263	0.345395	0.093143	1.8907279431862	white selected region
NC_089873.1	136026422	3.82620638904167	0.280702	0.0410839	2.77239429809349	white selected region
NC_089873.1	136190431	4.35009156912939	0.251754	0.0138889	4.18001045311135	white selected region
NC_089873.1	136249456	4.91838340674149	0.266447	0.0138889	4.26184434188881	white selected region
NC_089873.1	136250454	4.11071134039792	0.266447	0.0275835	3.27197115601385	white selected region
NC_089873.1	136468957	4.04593430976234	0.236623	0.0138889	4.09058606434093	white selected region
NC_089873.1	13650746	5.19827762429521	0.294518	0.0275835	3.41647837619022	white selected region
NC_089873.1	13650846	4.61093816507264	0.251754	0.0138889	4.18001045311135	white selected region
NC_089873.1	136509651	3.86150495766105	0.280702	0.0410839	2.77239429809349	white selected region
NC_089873.1	136529206	6.57851212595324	0.357018	0.0410839	3.11935176836032	white selected region
NC_089873.1	136591104	3.79393125242393	0.320833	0.0675019	2.2488225251707	white selected region
NC_089873.1	136660382	4.14960023451928	0.266447	0.0275835	3.27197115601385	white selected region
